Name,Date,Perennial Inventory,Perennial Seeding,Annuals,Action,Notes,Total,Key terms,Attachments,Attachments (from syncToGarden),syncToGarden
20210623-Planted,2021-06-23,"""Arizona sun blanket flower (OCFN, OCFNWc, 3)"",""Gaillardia aristata 'Arizona Red Shades' (OCFN, OCFNWc, 4)"",""Verbena rigida (ONB, 5)"",""Sunkiss coreopsis (DEAD, 6)""",,,Planted,"From the gate, section 2 both blanket flowers, then further on the coreopsis. S of the coral colored rose the verbena
",,,,,
20210618-Purchase,2021-06-18,"""Arizona sun blanket flower (OCFN, OCFNWc, 3)"",""Gaillardia aristata 'Arizona Red Shades' (OCFN, OCFNWc, 4)"",""Verbena rigida (ONB, 5)"",""Sunkiss coreopsis (DEAD, 6)""",,,Purchase,Sad plants at Lowes all $2 ,$8.00,Lowes,,,
20210615-Planted,2021-06-15,,"""Walking onion (Circ, 5)""",,Planted,Placed bulbil clusters at ends of the e-w beds,,,,,
20210531-Purchase,2021-05-31,"""Gypsy Queen hyacinth    1927 (OSB, 9)"",""Gypsy Queen hyacinth    1927 (OSB, 11)"",""Gypsy Queen hyacinth    1927 (OSB, 10)"",""Roman Pink Hyacinth (OSB, 12)"",""American turk’s-cap lily (OSB, 13)"",""American turk’s-cap lily (DEAD, 14)"",""Ox blood lily (OSB, 42)"",""Red spider lily (OSB, 43)"",""Red spider lily (OSB, 44)"",""Red spider lily (OSB, 45)""",,,Purchase,"-- ADDED TO ORDER JULY 4 --
$30 minimum so got 2 superbums and hyacinths for the N berm
Try one hyacinth near the butterfly weed 
Your fall Heirloom Bulbs order #207037
Saved pdf of order to orders
/Users/judielaine/Documents/ClowderwoodPublic/Clowderwood/Gardens/Purchase/20210531OldHousGardens.pdf
 HY-16 Gypsy Queen hyacinth   3. 7.00
 HY-37 Roman Pink hyacinth     1  9.00
 LL-18 superbum lily                  2. 18.00
1, DI-19,Rhodophiala bifida - oxblood lily -1807 , 9,0,9
 3, DI-12, Lycoris radiata var. radiata - red spider lily - 1821 , 4,0,12 
 ",$62.50,Old House Gardens,,,
"20210515-Purchase, Planted",2021-05-15,"""Coleus campfire (GHpot, 1)"",""Hill hardy rosemary (DEAD, 2)""",,,"Purchase,Planted",Uncertain date for trip to CFH and for planting. Coleus planted on E end of N berm near the lupine. Rosemary planted in gravel at corner of deck and house. ,,CFH,,,
20210501-Purchase,2021-05-01,"""Sweet Caroline Light Green (ONB, 60)""",,,Purchase,,,CFH,,,
20210411-Garden plot layout,2021-04-11,,,,Garden plot layout,,,,Sketch 4:11:2021 9:30 AM.png (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/rHeRoHpnaFz6ePug6Hnh3g/xjBU3ZdibTXKc1-FU_mtixDDRuLRrNPi8lfozgGM5Jz_LhW6Br_X_81fddXG2m5RwBulnuJTY_2CyuhZeMZeiM64Sf1KBrDf-8UqsiE0HG8gOqClnMzgTYofE66V2GtjBckpkPp65OLv02mnD21IwFK5QUmUjNW3h4m4p0DXe5E/H-8LDUzkG6xA3_nI0DoNK8gETRMR7cZvmZaUA9h6hgg),,
20210401-Planted,2021-04-01,,"""""""Phaseolus polystachios (Thicket, wild kidney bean)"""" (OCFWN, OCFWS, 2)"",""Black Coat Runner Bean  (OCFN, OCFNWc, 3)"",""Black Coat Runner Bean  (GSNW, 4)""",,Planted,"At some point this spring i took the 2020 beans and planted all along the fence. None  of the thicket bean came up (droughty spring?), but apparently one red runner did. The 2020 runners did not. I also planted a single red runner in the garden with the pole beans; it too has come up.",,,,,
20210301-Observe,2021-03-01,"""Malykin peony (Circ, 182)"",""Malykin peony (Circ, 183)"",""Malykin peony (Circ, 184)"",""Malykin peony (Circ, 185)"",""Aunt Rachel Peony (Circ, 180)"",""Aunt Rachel Peony (Circ, 181)""",,,Observe,No sign of sprouts,,,,,
20210101-Planted,2021-01-01,,"""Chinkapin (Other, 10)""",,Planted,Winter seeded in pot,,,,,
20201120-Planted,2020-11-20,,"""Verbena hastata (Blue vervain) (Circ, Meadow, 1)""",,Planted,"DET500-X Detention Basin Seed Mix - Planted downhill east of driveway on power easement 2020-11-2X
PDQ500-X Pretty Darn Quick (PDQ) Seed Mix - Planted uphill west of driveway on power easement 2020-11-2X",,,,,
20201105-Listing,2020-11-05,,"""Verbena hastata (Blue vervain) (Circ, Meadow, 1)""",,Listing,"Detention Basin seed mix

Planted downhill east of driveway on power easement 2020-11-2X

 Detention Basin Seed Mix
by Prairie Moon® Nursery
9.44 lbs per acre | 307 Seeds per sq/ft
(PHOTOS OF PLANTS IN THIS SEED MIX)
 WILDFLOWERS

 Botanical Name (Common Name)
% by wt.
 Alisma subcordatum (Mud Plantain)
1.32
 Allium cernuum (Nodding Onion)
0.99
 Ammannia coccinea (Scarlet Toothcup)
0.99
 Anemone canadensis (Canada Anemone)
0.66
 Angelica atropurpurea (Angelica)
3.97
 Asclepias incarnata (Rose Milkweed)
2.65
 Astragalus canadensis (Canada Milk Vetch)
0.66
 Bidens cernua (Nodding Bur Marigold)
0.66
 Boltonia asteroides (False Aster)
0.66
 Eupatorium perfoliatum (Boneset)
0.50
 Eupatorium maculatum (Joe Pye Weed)
0.66
 Gentiana andrewsii (Bottle Gentian)
0.36
 Gentiana flavida (Cream Gentian)
0.36
 Helenium autumnale (Sneezeweed)
0.72
 Heliopsis helianthoides (Early Sunflower)
1.32
 Hibiscus laevis (Rose Mallow)
3.97
 Hypericum pyramidatum (Great St. John's Wort)
0.66
 Iris versicolor (Northern Blue Flag)
2.65
 Liatris pycnostachya (Prairie Blazing Star)
3.31
 Lobelia cardinalis (Cardinal Flower)
0.33
 Lobelia siphilitica (Great Blue Lobelia)
1.32
 Mimulus ringens (Monkey Flower)
0.33
 Oligoneuron rigidum (Stiff Goldenrod)
0.66
 Pedicularis lanceolata (Marsh Betony)
0.66
 Persicaria punctata (Smartweed)
0.99
 Physostegia virginiana (Obedient Plant)
0.72
 Pycnanthemum virginianum (Mountain Mint)
0.66
 Rudbeckia hirta (Black-eyed Susan)
1.99
 Rudbeckia subtomentosa (Sweet Black-eyed Susan)
0.36
 Rudbeckia triloba (Brown-eyed Susan)
1.32
 Silphium laciniatum (Compass Plant)
0.66
 Silphium perfoliatum (Cup Plant)
0.66
 Silphium terebinthinaceum (Prairie Dock)
0.66
 Symphyotrichum laeve (Smooth Blue Aster)
1.32
 Thalictrum dasycarpum (Purple Meadow Rue)
1.99
 Verbena hastata (Blue Vervain)
1.32
 Vernonia fasciculata (Common Ironweed)
1.32
 Veronicastrum virginicum (Culver's Root)
0.66
 Zizia aurea (Golden Alexanders)
1.32
 Totals of WILDFLOWERS:
46.37 %
 

 GRASSES, SEDGES & RUSHES
 Botanical Name (Common Name)
% by wt.
 Andropogon gerardii (Big Bluestem)
6.62
 Bromus ciliatus (Fringed Brome)
5.19
 Calamagrostis canadensis (Blue Joint Grass)
0.35
 Carex bicknellii (Copper-shouldered Oval Sedge)
1.32
 Carex hystericina (Porcupine Sedge)
1.32
 Carex stipata (Awl-fruited Sedge)
1.32
 Carex vulpinoidea (Brown Fox Sedge)
3.31
 Elymus canadensis (Canada Wild Rye)
10.59
 Elymus virginicus (Virginia Wild Rye)
10.59
 Glyceria grandis (Reed Manna Grass)
1.32
 Juncus dudleyi (Dudley's Rush)
0.33
 Juncus interior (Inland Rush)
0.29
 Panicum virgatum (Switch Grass)
1.32
 Scirpus atrovirens (Dark-green Bulrush)
0.72
 Scirpus cyperinus (Wool Grass)
0.37
 Scirpus validus (Great Bulrush)
0.72
 Sorghastrum nutans (Indian Grass)
6.62
 Spartina pectinata (Cord Grass)
1.32
 Totals of GRASSES, SEDGES & RUSHES:
53.63 %
 (PHOTOS OF PLANTS IN THIS SEED MIX)
 ",,"Prairie Moon,Seedmix",,,
20201105-Listing,2020-11-05,,"""Verbena hastata (Blue vervain) (Circ, Meadow, 1)""",,Listing,"PDQ Seed mix
Planted uphill west of driveway on power easement 2020-11-2X
 Pretty Darn Quick (PDQ)© Seed Mix
by Prairie Moon® Nursery
11.19 lbs per acre | 189 Seeds per sq/ft
(PHOTOS OF PLANTS IN THIS SEED MIX)
 WILDFLOWERS

 Botanical Name (Common Name)
% by wt.
 Agastache foeniculum (Anise Hyssop)
0.56
 Allium cernuum (Nodding Onion)
1.12
 Asclepias incarnata (Rose Milkweed)
1.12
 Astragalus canadensis (Canada Milk Vetch)
0.28
 Bidens aristosa (Swamp Marigold)
0.56
 Chamaecrista fasciculata (Partridge Pea)
17.88
 Coreopsis lanceolata (Lance-leaf Coreopsis)
2.79
 Crotalaria sagittalis (Rattlebox)
4.47
 Dalea candida (White Prairie Clover)
1.68
 Dalea purpurea (Purple Prairie Clover)
2.23
 Drymocallis arguta (Prairie Cinquefoil)
0.56
 Echinacea purpurea (Purple Coneflower)
3.35
 Eryngium yuccifolium (Rattlesnake Master)
1.12
 Helenium autumnale (Sneezeweed)
0.56
 Heliopsis helianthoides (Early Sunflower)
0.56
 Lobelia siphilitica (Great Blue Lobelia)
1.12
 Monarda fistulosa (Wild Bergamot)
0.56
 Oligoneuron rigidum (Stiff Goldenrod)
0.56
 Penstemon digitalis (Foxglove Beardtongue)
1.12
 Pycnanthemum virginianum (Mountain Mint)
0.56
 Ratibida pinnata (Yellow Coneflower)
0.56
 Rudbeckia hirta (Black-eyed Susan)
6.70
 Rudbeckia triloba (Brown-eyed Susan)
0.28
 Symphyotrichum laeve (Smooth Blue Aster)
1.12
 Symphyotrichum oolentangiense (Sky Blue Aster)
0.56
 Verbena hastata (Blue Vervain)
1.12
 Verbena stricta (Hoary Vervain)
0.56
 Zizia aurea (Golden Alexanders)
2.23
 Total of WILDFLOWERS:
55.87 %
 

 GRASSES, SEDGES & RUSHES
 Botanical Name (Common Name)
% by wt.
 Bouteloua curtipendula (Side-oats Grama)
17.88
 Carex brevior (Plains Oval Sedge)
2.23
 Carex vulpinoidea (Brown Fox Sedge)
1.12
 Elymus canadensis (Canada Wild Rye)
8.94
 Juncus dudleyi (Dudley's Rush)
0.56
 Schizachyrium scoparium (Little Bluestem)
13.41
 Totals of GRASSES, SEDGES & RUSHES:
44.13 %
 
 (PHOTOS OF PLANTS IN THIS SEED MIX)
 Last updated 11/4/20
 ",,"Prairie Moon,Seedmix",,,
20201105-Purchase,2020-11-05,,,,Purchase,"2030707600  	Web/PO 235285
DET500-X Detention Basin Seed Mix
Seed Mixes: 500 sq ft 1 0 1 27.00 27.00   
PDQ500-X Pretty Darn Quick (PDQ) Seed Mix
Seed Mixes: 500 sq ft 1 0 1 20.00 20.00   AND08G-S-4 Andropogon virginicus - Broomsedge
Seeds: 1/4 oz. 1 0 1 4.00 4.00   ",$59.92,Prairie Moon,,,
"20200727-Purchase, Planted",2020-07-27,"""Verbena tenera ‘Sissinghurst’ (DEAD, 20)""",,,"Purchase,Planted","Planted many too late. Not sure when.
Eryngium aquaticum var ravenelii × 1
$18.00
Dichromena latifolia × 1
$17.00
Verbena tenera Sissinghurst × 1
$16.00
Helleborus hybridus Winter Delights Violet × 1
$16.00
Heuchera Electric Plum PP 29924 × 1
$17.00
Heuchera Lemon Love PP 31223 × 1
$17.00
 Subtotal
$101.00
 Shipping
$31.38
  Total
$132.38 USD
 

 

 ",$132.38,,,,
20200711-Purchase,2020-07-11,"""Sweetie star stevia (GHpot, 148)""",,,Purchase,"$31.91 SGS-85717
 Item
Total Price
  PANSY SEEDS, FRIZZLE SIZZLE ORANGE 25 seeds
ASAP
Violaceae: Viola tricolor var. hortensis (pansy)
$2.99
  POPPY SEEDS, MISSION BELLS CALIFORNIA ⅛ ounce
https://plants.ces.ncsu.edu/plants/eschscholzia-californica/
Fall seeding
Plus some for starts
$2.99
  BEE BALM SEEDS, PANORAMA RED 50 seeds
Monarda didyma
https://plants.ces.ncsu.edu/plants/monarda-didyma/
You can plant bergamot seeds outdoors in early spring while the soil is cool and there is still a chance of a light frost. Cover the seeds with a light dusting of soil. When the seedlings have two sets of true leaves, thin them to 18 to 24 inches apart. If you prefer to start the plants indoors, start them eight to 10 weeks before you plan to transplant them outside.
https://www.gardeningknowhow.com/ornamental/flowers/bee-balm/propagating-bee-balm-plants.htm
$2.99
  HIBISCUS SEEDS, HONEYMOON DEEP RED 5 seeds
Try three ASAP
$3.99
  STOKESIA SEEDS, BLUE STAR 10 seeds
Germination time: 3 to 4 weeks. Temperature: 70°F (21°C). Two months in advance. Transplant outdoors before the last light frost or at the start of autumn. Space at 12 to 18 inches (30—45 cm).
ASAP
Save some for spring 2021
$3.99
  STEVIA SEEDS, SWEETY STAR 15 seeds

$2.99
  SWEET VIOLET SEEDS, REINE DE NEIGES 25 seeds
Winter sow
https://www.swallowtailgardenseeds.com/perennials/sweet_violet/reine-de-neiges-sweet-violet-seeds.html 
 Violaceae: Viola odorata
$2.99
  CORAL BELLS SEEDS, NEWEST HYBRIDS 50 seeds
Start some inside asap
https://www.swallowtailgardenseeds.com/perennials/coral_bells/newest-hybrids-coral-bells-seeds.html
$2.99
 

For inside starts:
https://www.swallowtailgardenseeds.com/herbs/stevia/sweety-star-stevia-seeds.html
https://www.swallowtailgardenseeds.com/perennials/stokesia.html 10 seeds - $3.99 Rain + pink & blue

For 2021 spring
https://www.swallowtailgardenseeds.com/herbs/lemongrass.html
https://www.swallowtailgardenseeds.com/annuals/salvia/fairy-queen-salvia-seeds.html pink & blue 18” high summer


Maybe
https://www.swallowtailgardenseeds.com/herbs/basil/everleaf-emerald-towers-basil-seeds.html 




Rain
https://www.swallowtailgardenseeds.com/herbs/bee-balm-herbal/panorama-red-bee-balm-seeds.html
Fence line https://www.swallowtailgardenseeds.com/perennials/coral_bells/newest-hybrids-coral-bells-seeds.html

BERM
https://www.swallowtailgardenseeds.com/annuals/poppy-california/mission-bells-california-poppy-seeds.html
- https://plants.ces.ncsu.edu/plants/eschscholzia-californica/


https://www.swallowtailgardenseeds.com/annuals/pansies.html
Frizzle sizzle orange & heat elite rose

",,Swallowtail,,,
20200521-Observe,2020-05-21,"""Diospyros virginiana (persimmon) (GldE, 173)""",,,Observe,,,,20200521_194152.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/sP_kBTl85HrGWMB9ByP2Qw/t4a1HnGsG_ZR6je3DhJXEm-GcGcVsQcpxK4TK3fWkGSN_mi6cNSfy-2-l8GZJkeCSU3bCSt9z-_ZlOHGkQzSfbyRdcnvegu5xCc7FsASm6yId791xIP3_wD_GdHmkPqHxHm9w4_t1hgulVZzCuL1iw/hvklBNV2wf9lcYAAQKB_MK0vdG_uw57yagpG4LBbHg4),,
20200424-Observe,2020-04-24,"""Malykin peony (Circ, 182)"",""Malykin peony (Circ, 183)"",""Malykin peony (Circ, 184)"",""Malykin peony (Circ, 185)"",""Aunt Rachel Peony (Circ, 180)"",""Aunt Rachel Peony (Circ, 181)""",,,Observe,"Apple and Malykin peonies both fully leafed out but no flower buds in sight.
""My peonies have stopped flowering. What is wrong?"" Did they get too much mulch? Peonies should be planted at the surface, with buds no more than two inches deep. Otherwise they may not bloom. If mulching heavily around plants, keep the mulch away from the base.""",,,,,
20190913-Purchase,2019-09-13,"""Pawpaw Wynns winner seedling (OCpicnic, 176)"",""Pawpaw Wynns winner seedling (OCpicnic, 177)"",""Pawpaw Wynns winner seedling (OCpicnic, 178)""",,,Purchase,"20190913 Bought pawpaws at Country farm & home’s 20190913-14 Paw Paw Tasting Weekend (Wynn's Winners)
20200115 seeds still in fridge
Annonaceae: Asimina triloba (pawpaw)
[2019] Friday and Saturday, September 13-14, store hours
Woo Hoo! Wynn's Winners! The paw paws of choice for Chatham County will be available for you to taste all weekend, September 13-14. Hillary and Kyle have been invited out to our good friend, Wynn Dinnsen's paw paw orchard, Full of Life Farms, that week to harvest! Here's what they will be bringing back for you...
Paw Paw fruit to taste in store - yummy and free!
Paw Paw fruit for purchase - $5 per pound
Paw Paw tublings (1 year trees) - $15 each
For those of you who do not know the scoop, Wynn created his paw paw orchard several years ago and spent years thereafter meticulously analyzing the fruits of his labor by keeping records on pulp/seed ratio, fruit size, productivity, etc. for each of his numbered trees. He grows his tublings from his best performing trees. 

More food for thought... if you buy the fruit to take home, you are not only getting delicious paw paws to eat, but you are taking home seeds inside with Wynn's choice genetics for the potential of you growing your own!",,,,,
20190907-Observe,2019-09-07,"""Liriodendron tulipifera (OSB, 33)""",,,Observe,,,,20190907 125506.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/WGwtR8ZgwsmHIFllK7nf5w/-oG-U74F6iAg4jtmFH-sG19Vk9DpQfkEY3fwejDbdpJJ5h8NMTWLLRuxa05EUwHw1mlTMyg09DiextE046hZv8UI_WXOSnTFZDuvXOEQ2FWz3b03-xxCvEkh51V1GtuA7nO0tMqua7RIE84DkHymTQ/v01o7FNi0kSMH7sqPSCwal_sPDaDfccy6HTnohvMS7g),,
20190907-Purchase,2019-09-07,"""Amsonia x 'Blue Ice' (OCoffDeck, 75)"",""Amsonia x 'Blue Ice' (OCoffDeck, 76)"",""Asclepias incarnata (Rose milkweed) (OCoffDeck, 74)""",,,Purchase,"

1. F 6.95 Asclepias incarnata for deck garden Apocynaceae: Asclepias incarnata
2. F 5.95 Horehound. Lamiaceae-Lamioideae-Lamieae: Marrubium vulgare (horehound) 
3. F 6.95 Amsonia Tabernaemontana Rain (or other ) garden > Apocynaceae: Amsonia x 'Blue Ice’
4. Apiaceae: Apium graveolens var. secalinum (Leaf celery)
 
 
test

 Date:
Order#:
 09/07/2019
110422
 

 

 
  
 Add Any Order Notes Here:
  
  If lovage becomes available, please replace one Blue Ice with Lovage.
 

  
 Additional Information:
  
  
 Zone 
 7b
 Your Choice 
 Hold Order Until All Plants Are Ready
 

 

  
 Bill To: (Customer ID#132292)
Ship To:
  
  Judith Bush
1761 Russell Chapel Church Rd
Pittsboro, NC 27312-7564
United States
215-681-4862
buystuff@grey-cat.com
Judith Bush
1761 Russell Chapel Church Rd
Pittsboro, NC 27312-7564
United States
215-681-4862
 

  
 Payment Method :
Shipping Method:
  
  PayPal Express
Standard Shipping
 

  
 Code
Description
Qty
Price
Total
 
 HER-CLY01
Cutting Celery  
1
$5.95
$5.95
 
 HER-HOR01
Horehound  
1
$5.95
$5.95
 
 HER-ASC05
Asclepias incarnata  
1
$6.95
$6.95
 
 HER-ANS01
Amsonia 'Blue Ice'  
2
$6.95
$13.90
 
 DSC-447
Early Bird Discount 2019  
1
-$3.28
-$3.28
 
",,,,,
20190530-Observe,2019-05-30,"""Liriodendron tulipifera (OSB, 33)""",,,Observe,"sent to extension https://www.ces.ncsu.edu/ask-an-expert/ https://ask.extension.org/view/1ff0a3907be02598e0f165d0345c09fe as gcc@
We cleared and graded underneath a Liriodendron tulipifera close to our house last June. We are on a slight north facing slope and added a berm uphill/north of the tree (about a foot separation from the trunk) and another berm south of the trunk about ten feet (and seemingly beyond its canopy on that side where it had been blocked by another tree removed four to six years ago).

I noticed what might be cankers on the lower trunk in early May, about seven similar to attached photo all in the lower five feet of the trunk.

The tulip poplar of concern and other nearby tulip trees are dropping leaves, presumably from the dryness -- acerbated  by the clearing last year? The fescue planted in September still seems lush without any irrigation. We've had 2.03"" rain this month (https://www.cocorahs.org station number NC-CH-41). However, some of these leaves have strange rice shaped and sized markings, that seem more likely to be an infestation of some sort?

Have i hurt our tree fatally? We have a good number of mature and majestic tulip poplars that  we are fond of so if this is not due to root damage (didn't realize their roots were so shallow) but is infectious i'm concerned about it spreading.

Thanks for your time,

judith bush",,,TulipPoplar02.pdf (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/coCAjCSvbcLCxrkrWSjp4A/PPpMz1z7z55CbnSNxctn4pi7mm8q5bYIeN_i4R73H605Dj8Pq0FJzqrbJIvA3QtMWOtuNg_qNjgcR1xaJ4h9e4SM44YOcEymy1-zxqhJu4lriIxJ0GZbo9We-v3wj-j_cLQEtR0tXC-7sTdxbeAJLA/PSWKIB82RCkfSuGSbJzu12mU4kwrTq3odUDT-V_BJs8),,
20190403-Observe,2019-04-03,"""Malykin peony (Circ, 182)"",""Malykin peony (Circ, 183)"",""Malykin peony (Circ, 184)"",""Malykin peony (Circ, 185)"",""Aunt Rachel Peony (Circ, 180)"",""Aunt Rachel Peony (Circ, 181)""",,,Observe,"Apple peony has buds, well elated out. Often covered it, but still exposed many early mornings with subfreezing temps. Malykin peony finally sprouted. Seems weeks behind.",,,,,
20190302-Observe,2019-03-02,"""Malykin peony (Circ, 182)"",""Malykin peony (Circ, 183)"",""Malykin peony (Circ, 184)"",""Malykin peony (Circ, 185)"",""Aunt Rachel Peony (Circ, 180)"",""Aunt Rachel Peony (Circ, 181)""",,,Observe,Apple peony has several sprouts,,,,,
20180926-Purchase,2018-09-26,"""Prok persimmon (OCZSun, 174)"",""Pawpaw var Sunflower (DEAD, 175)"",""Pawpaw var Wells (OCpicnic, 77)"",""Chicago Hardy (ONB, 56)"",""""""Prime-Ark® Traveler Thornless, Primocane-Fruiting Blackberry"""" (OCZSun, 26)"",""""""Prime-Ark® Traveler Thornless, Primocane-Fruiting Blackberry"""" (OCZSun, 27)""",,,Purchase,,,,,,
20180904-Purchase,2018-09-04,"""Dustan Chestnut (OCZSun, 134)""",,,Purchase,"One of http://www.chestnuthilltreefarm.com/store/pg/76-The-Dunstan-Chestnut-1.aspx

MAIL
Dustan Chestnut, 1 yr treeband, $25; 2 @ Grow Tube Price: $5.95 59.35 7b october 22",,,,,
20180808-Purchase,2018-08-08,"""Phlox paniculata ‘Barsixtytwo’ (DEAD, 18)"",""""""Echinacea purpurea """"""""PowWow Wild Berry"""""""""""" (OSB, 19)""",,,Purchase,"2.5qt was $5.98, bought at $3 Polemoniaceae: Phlox paniculata ‘Barsixtytwo’
Grown by costa farms, Trenton, sc
#380554
2.5 qt was $6.58, bought at $3  Asteraceae-Asteroideae-Heliantheae: Echinacea purpurea ""PowWow""
Grown by costa farms, Trenton, sc
#131674",$6.00,Lowes,,,
20180305-Observe,2018-03-05,"""Helleborus X ‘White Lady’ (FrtW, 151)"",""Ranunculaceae:  Helleborus X  Onyx Odyssey (DEAD, 152)""",,,Observe,,,,20180305_121225.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/QP-3ERI7fMFHDoIO7_6cxQ/ib7akRvynBUjvDeqITcYA1MYBBNR0xGgr_SP2X01uMs7y3Q7NILOKLOq1mgp7RxbUY4b0FQBWL1MvuBh3IMoInySSTZeJjXNzZES-yfl7oY0pgaP4UT1d0OKYZEqx7FAHLVYyBbETWzDwb_T8Nuh0w/H62rcZedqsVxH1ndQqFMzNs0ZWgkfsKXSx1AP41ailQ),,
20180305-Observe,2018-03-05,"""Malykin peony (Circ, 182)"",""Malykin peony (Circ, 183)"",""Malykin peony (Circ, 184)"",""Malykin peony (Circ, 185)"",""Aunt Rachel Peony (Circ, 180)"",""Aunt Rachel Peony (Circ, 181)""",,,Observe,Successful division of Malykin peony and the Apple peony has survived,,,,,
20171225-Purchase,2017-12-25,"""Tripsacum dactyloides (eastern gamagrass) (Wal, 140)""","""Verbena hastata (Blue vervain) (Circ, Meadow, 1)""",,Purchase,"From Sandviks for Yule 2017
http://mellowmarshfarm.com/native-seed-mixes/
Recommended application rate: 15 to 20 lbs. per acre (1 lb/2000 sq ft)
1000 soft packet

Mostly on drive island. Some to west of drive island and various places in the meadow (septic)
 


Species
Common Name
Percent
 Asteraceae-Asteroideae-Anthemideae: Achillea millefolium (cultivated)
Common yarrow
10
 Apocynaceae: Asclepias ssp
Butterfly weed
1
 Asteraceae-Asteroideae-Coreopsideae: Bidens aristosa
Bidens
9
 Fabaceae: Chamaecrista fasciculata (Partridge pea)
Partridge pea
10
 Asteraceae-Asteroideae-Coreopsideae: Coreopsis lanceolata
Lance leaf tickseed
10
 Asteraceae-Asteroideae-Heliantheae: Echinacea purpurea
Cone flower
4
 Poaceae: Elymus canadensis (Canadian wild rye)
Canada wild rye
6
 Poaceae: Elymus virginicus (Virgina wild rye)
Virginia wild rye
6
 Asteraceae-Asteroideae-Helenieae: Gaillardia pulchella 
Indian blanket
8
 Helianthus angustifolius
Swamp sunflower
2
 Helianthus maximilianii
Maximilian’s sunflower
2
 Lamiaceae-Nepetoideae-Mentheae: Monarda punctata (spotted bebalm)
Spotted beebalm
2
 Asteraceae-Asteroideae-Heliantheae: Rudbeckia hirta
Blackeyed susan
6
 Poaceae: Schizachyrium scoparium (Michx.) Nash (little bluestem)
Little bluestem
4
 Fabaceae-Caesalpinioideae: Senna hebecarpa (wild senna)
Wild senna
2
 Poaceae-Panicoideae-Andropogoneae: Sorghastrum nutans (Indian Grass)
Indian grass
6
 Asteraceae-Asteroideae-Astereae: Symphyotrichum pilosum var. pilosum (frost aster)
Heather aster
1
 Poaceae-Chloridoideae-Eragrosteae: Tridens flavus (Purple top)
Purple top
4
 Poaceae-Panicoideae-Andropogoneae: Tripsacum dactyloides (Eastern gamagrass)
Eastern gamagrass
6
 Verbenaceae: Verbena hastata (Blue vervain)
Blue vervain
1
 

100
 ",$0.00,"Mellowmarsh,Seedmix",,,
20171216-Purchase,2017-12-16,"""Tradescantia ohiensis 'Mrs Loewer' (OSB, 267)"",""Tradescantia ohiensis 'Mrs Loewer' (, 268)"",""""""Phlox X """"""""Fashionably Early Flamingo”"""" (OCoffDeck, 17)"",""Phlox [contested] 'Miss Lingard' (OCoffDeck, 59)"",""Helleborus X ‘White Lady’ (FrtW, 151)""",,,Purchase,"20171216 Big Bloomers

2 flats for ~$17 (BOGO sale) Violaceae: Viola tricolor var. hortensis (pansy)ANNUALA

2 @ $4.95 Commelinaceae: Tradescantia ohiensis ""Mrs Loewer"" (spiderwort)
2 Polemoniaceae: Phlox maculata 'Miss Lingard' linked
1 Polemoniaceae: Phlox X ""Fashionably Early Flamingo” linked
1 Polemoniaceae: Phlox X “Minnie Pearl”-- DEAD
1 $8.95 Polemoniaceae: Phlox subulata 'Nettleton's Variation' ???
1 Polemoniaceae: Phlox subulata “Drummond’s Pink” ???
1 Polemoniaceae: Phlox subulata “Emerald Blue” ???

+May 8, 2024 - still have some of these subulata around.

 $5.95 Ranunculaceae: .Helleborus X ‘White Lady’
$9.95 Ranunculaceae: Helleborus X Onyx Odyssey -- DEAD",,,,,
ToDo-ToDo,,"""Blackberry fruiting cane type (OCZSun, 23)"",""Blackberry fruiting cane type (OCZSun, 24)"",""Blackberry fruiting cane type (OCZSun, 25)"",""""""Prime-Ark® Traveler Thornless, Primocane-Fruiting Blackberry"""" (OCZSun, 26)"",""""""Prime-Ark® Traveler Thornless, Primocane-Fruiting Blackberry"""" (OCZSun, 27)"",""Wild blackberry (Other, 28)""",,,ToDo,PRUNE NEW CANES,,,,,
ToDo-ToDo,,"""Blackberry fruiting cane type (OCZSun, 23)"",""Blackberry fruiting cane type (OCZSun, 24)"",""Blackberry fruiting cane type (OCZSun, 25)"",""""""Prime-Ark® Traveler Thornless, Primocane-Fruiting Blackberry"""" (OCZSun, 26)"",""""""Prime-Ark® Traveler Thornless, Primocane-Fruiting Blackberry"""" (OCZSun, 27)"",""Wild blackberry (Other, 28)""",,,ToDo,Old cane care?,,,,,
ToDo-Wishlist,,,,,Wishlist,https://www.almostedenplants.com/shopping/shopwishlist.asp,,,,,
